,predicted,actual
2021-08-11,6.5307680429478445,5.269167647240973
2021-08-12,6.609216085483502,
2021-08-13,6.5998386744972235,
2021-08-14,6.599596600533412,
2021-08-15,6.599651385299903,
2021-08-16,6.598782227862684,
2021-08-17,6.679277414540633,
2021-08-18,6.657336287169285,
2021-08-19,6.606165632252212,
2021-08-20,6.644580566752981,
2021-08-21,6.644599666976269,
2021-08-22,6.644645554398507,
2021-08-23,7.47722371636958,
2021-08-24,7.50613943611459,
2021-08-25,7.564980178530133,
2021-08-26,7.50138985262867,
2021-08-27,6.6981943247593705,
2021-08-28,6.698226491310923,
2021-08-29,6.698166483810827,
2021-08-30,6.696793364598324,
2021-08-31,6.657090416714638,
2021-09-01,6.67049513101251,
2021-09-02,6.671468869442304,
2021-09-03,6.60421661138771,
2021-09-04,6.604230829756971,
2021-09-05,6.60441938745341,
2021-09-06,6.60468335139914,
2021-09-07,6.595421516351939,
2021-09-08,6.615493036150271,
2021-09-09,6.584835404386227,
2021-09-10,6.497595259377225,
2021-09-11,6.497616510939948,
2021-09-12,6.49753785820214,
2021-09-13,6.504309870220159,
2021-09-14,6.517859434748907,5.181323173271236
2021-09-15,6.618093697312114,
2021-09-16,6.60499894134173,
2021-09-17,6.669553112947743,
2021-09-18,6.669623922621708,
2021-09-19,6.669431048411749,
2021-09-20,6.628534467689471,
2021-09-21,6.637787842282436,
2021-09-22,6.691873869796837,
2021-09-23,6.795311637105453,
2021-09-24,6.828651887371967,
2021-09-25,6.828542195560133,
2021-09-26,6.828694262677078,
2021-09-27,6.92107574251788,
2021-09-28,6.956838786980329,
2021-09-29,6.974999208662007,
2021-09-30,6.97415918999342,
2021-10-01,6.859681355821117,
2021-10-02,6.859651658307388,
2021-10-03,6.859649039060034,
2021-10-04,6.834516506982001,
2021-10-05,6.843379375830784,
2021-10-06,6.863669632534611,
2021-10-07,6.868834565517342,
2021-10-08,6.720352614721949,
2021-10-09,6.720480929736225,
2021-10-10,6.720407571602701,
2021-10-11,6.681647443220037,
2021-10-12,6.6509340699849915,
2021-10-13,6.585108256374288,5.363523425270288
2021-10-14,6.569830246020039,
2021-10-15,6.645621850545662,
2021-10-16,6.645476382314971,
2021-10-17,6.645552692331729,
2021-10-18,6.591108414223129,
2021-10-19,6.6018521644513255,
2021-10-20,6.589078049638721,
2021-10-21,6.593240489491285,
2021-10-22,6.6116393650159715,
2021-10-23,6.61175022581569,
2021-10-24,6.611667073216388,
2021-10-25,6.546112510540182,
2021-10-26,6.516492178058061,
2021-10-27,6.492645986954536,
2021-10-28,6.477006622618462,
2021-10-29,6.430077313905458,
2021-10-30,6.430008905681097,
2021-10-31,6.429985473917241,
2021-11-01,6.48219310866738,
2021-11-02,6.484361382155856,
2021-11-03,6.608252561495406,
2021-11-04,6.595264294845169,
2021-11-05,6.598436070621334,
2021-11-06,6.598496786416049,
2021-11-07,6.598695461529035,
2021-11-08,6.6133007034447076,
2021-11-09,6.6484176120800385,
2021-11-10,6.669691738396883,6.226591220771439
2021-11-11,6.699741401378191,
2021-11-12,6.670484146297131,
2021-11-13,6.670466399911493,
2021-11-14,6.670412652893004,
2021-11-15,6.7177995466373455,
2021-11-16,6.707961698262011,
2021-11-17,6.696751887144378,
2021-11-18,6.684681769758799,
2021-11-19,6.756213133694749,
2021-11-20,6.756315995269183,
2021-11-21,6.756144951304787,
2021-11-22,6.665711523578635,
2021-11-23,6.729099930189919,
2021-11-24,7.803151910568664,
2021-11-25,7.8035602391297845,
2021-11-26,7.770816590530607,
2021-11-27,7.7707618052968295,
2021-11-28,7.771079643002851,
2021-11-29,7.739887748743849,
2021-11-30,7.629851068127633,
2021-12-01,7.5785833349839855,
2021-12-02,7.640733946205819,
2021-12-03,7.519581371084129,
2021-12-04,7.519111437071982,
2021-12-05,7.518892314417425,
2021-12-06,7.51493875137485,
2021-12-07,7.575764312142284,
2021-12-08,7.588729227878196,
2021-12-09,7.6056121010143585,
2021-12-10,7.443553016967672,6.8655595202961965
2021-12-11,7.444162161991238,
2021-12-12,7.44420528174793,
2021-12-13,7.401178030434276,
2021-12-14,7.504648346228466,
2021-12-15,7.502813958042663,
2021-12-16,7.541643054737203,
2021-12-17,7.5791808875226385,
2021-12-18,7.579027909915667,
2021-12-19,7.578954883282291,
2021-12-20,7.530525845352242,
2021-12-21,7.546763855393059,
2021-12-22,7.582721815832256,
2021-12-23,7.374389289659701,
2021-12-24,7.374524182114597,
2021-12-25,7.374426934998023,
2021-12-26,7.374481582000809,
2021-12-27,7.3140443361159395,
2021-12-28,7.284790529809129,
2021-12-29,7.301022713030618,
2021-12-30,7.293599421676483,
2021-12-31,7.289501718267377,
2022-01-01,7.2896918124816565,
2022-01-02,7.289601550030354,
2022-01-03,7.272428471873154,
2022-01-04,7.346703116205239,
2022-01-05,7.356312600728562,
2022-01-06,7.296478238499101,
2022-01-07,7.421603788558448,
2022-01-08,7.4214541622537435,
2022-01-09,7.421522165550805,
2022-01-10,7.380495701815302,
2022-01-11,7.370379935733176,
